t_ms,phase,altitude_m,pressure_pa,temp_env_c,humidity_pct,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,gnss_lat,gnss_lon,gnss_hdop,gnss_sats,sbm20_count_window,sbm20_total_count,battery_v,rssi_dbm,fdir_state
61100,descent,84.38,100316,17.95,42,0.011,0.003,-0.860,-0.25,-0.20,-0.26,22.58,-19.99,42.09,41.2800422,69.2400127,1.4,7,0,53,3.77,-80,0
61200,descent,83.61,100325,17.96,42,0.057,0.085,-0.718,0.10,0.04,-0.04,23.48,-19.32,41.39,41.2800418,69.2400125,1.4,7,0,53,3.77,-80,0
61300,descent,82.88,100334,17.96,42,-0.015,0.040,-0.872,-0.25,-0.27,-0.19,23.34,-18.62,41.83,41.2800414,69.2400124,1.4,7,0,53,3.77,-80,0
61400,descent,82.16,100342,17.97,42,0.045,-0.012,-0.856,-0.16,-0.25,0.13,24.11,-18.74,41.34,41.2800411,69.2400123,1.4,7,0,53,3.77,-80,0
61500,descent,81.29,100353,17.97,42,-0.014,-0.061,-0.706,0.29,0.04,0.16,23.29,-19.52,41.24,41.2800406,69.2400122,1.4,7,0,53,3.77,-80,0
61600,descent,80.54,100362,17.98,42,0.033,0.063,-0.873,-0.26,0.03,-0.23,23.62,-19.31,41.29,41.2800403,69.2400121,1.4,7,0,53,3.77,-80,0
61700,descent,79.81,100370,17.98,42,-0.100,-0.052,-0.932,0.11,-0.16,-0.11,23.97,-20.23,41.22,41.2800399,69.2400120,1.4,7,0,53,3.77,-80,0
61800,descent,78.94,100381,17.99,42,0.077,-0.032,-1.098,-0.58,0.05,0.22,23.00,-18.76,40.76,41.2800395,69.2400118,1.4,7,0,53,3.77,-80,0
61900,descent,78.19,100389,17.99,42,-0.087,0.004,-0.738,0.42,0.57,0.03,23.73,-18.23,40.83,41.2800391,69.2400117,1.4,7,0,53,3.77,-80,0
62000,descent,77.45,100398,18.00,42,-0.084,0.012,-0.931,0.07,0.03,-0.20,23.99,-19.24,41.01,41.2800387,69.2400116,1.4,7,0,53,3.77,-80,0
62100,descent,76.73,100407,18.00,42,-0.013,0.074,-0.888,-0.06,-0.11,-0.13,23.60,-19.01,41.55,41.2800384,69.2400115,1.4,7,0,53,3.77,-80,0
62200,descent,76.00,100416,18.01,42,0.023,-0.039,-0.735,0.15,-0.15,0.00,22.81,-18.87,41.42,41.2800380,69.2400114,1.4,7,1,54,3.77,-80,0
62300,descent,75.18,100425,18.01,42,0.079,0.061,-0.943,0.02,0.25,-0.09,22.67,-18.97,41.89,41.2800376,69.2400113,1.4,7,0,54,3.77,-80,0
62400,descent,74.48,100434,18.02,42,-0.000,0.034,-0.832,0.03,0.17,-0.41,23.46,-18.31,40.51,41.2800372,69.2400112,1.4,7,0,54,3.77,-80,0
62500,descent,73.65,100443,18.02,42,-0.023,-0.023,-0.678,-0.14,-0.14,-0.11,24.09,-19.15,41.20,41.2800368,69.2400110,1.4,7,0,54,3.77,-80,0
62600,descent,72.78,100454,18.03,42,0.001,0.008,-0.896,-0.20,0.25,-0.01,23.73,-18.55,41.26,41.2800364,69.2400109,1.4,7,0,54,3.77,-80,0
62700,descent,72.06,100462,18.03,42,-0.065,-0.054,-0.730,0.54,-0.22,0.20,24.38,-19.45,41.20,41.2800360,69.2400108,1.4,7,0,54,3.77,-80,0
62800,descent,71.33,100471,18.04,42,-0.001,-0.013,-0.718,0.45,-0.39,-0.02,23.60,-18.17,41.44,41.2800357,69.2400107,1.4,7,0,54,3.77,-80,0
62900,descent,70.55,100480,18.04,42,-0.037,-0.026,-0.829,0.04,-0.55,0.04,22.81,-20.45,41.44,41.2800353,69.2400106,1.4,7,0,54,3.77,-80,0
63000,descent,69.70,100491,18.05,42,-0.007,-0.003,-0.926,-0.53,-0.07,-0.31,23.47,-19.11,40.18,41.2800348,69.2400105,1.4,7,0,54,3.77,-80,0
63100,descent,68.80,100501,18.05,42,0.006,-0.011,-0.838,0.29,-0.31,0.26,23.53,-18.07,41.05,41.2800344,69.2400103,1.4,7,0,54,3.77,-80,0
63200,descent,67.94,100512,18.06,42,-0.042,-0.102,-1.070,-0.17,-0.05,-0.19,23.80,-18.54,42.02,41.2800340,69.2400102,1.4,7,0,54,3.77,-80,0
63300,descent,67.16,100521,18.06,42,0.050,0.033,-0.906,0.36,0.25,-0.06,22.44,-18.78,40.79,41.2800336,69.2400101,1.4,7,0,54,3.77,-80,0
63400,descent,66.35,100531,18.07,42,-0.059,-0.004,-0.874,-0.07,-0.30,-0.01,23.84,-19.52,41.60,41.2800332,69.2400100,1.4,7,0,54,3.77,-80,0
63500,descent,65.53,100540,18.07,42,0.034,-0.061,-0.857,-0.63,0.42,0.17,23.70,-19.38,40.75,41.2800328,69.2400098,1.4,7,0,54,3.77,-80,0
63600,descent,64.66,100551,18.08,42,-0.001,-0.012,-0.741,-0.03,0.13,-0.22,22.84,-18.75,41.05,41.2800323,69.2400097,1.4,7,0,54,3.77,-80,0
63700,descent,63.88,100560,18.08,42,-0.079,-0.063,-0.940,0.62,-0.16,0.16,22.77,-18.62,41.33,41.2800319,69.2400096,1.4,7,0,54,3.77,-80,0
63800,descent,63.06,100570,18.09,42,-0.060,0.051,-0.722,-0.41,0.41,0.07,23.36,-19.60,40.56,41.2800315,69.2400095,1.4,7,0,54,3.77,-80,0
63900,descent,62.22,100580,18.10,42,-0.004,0.042,-0.954,-0.44,-0.07,-0.10,23.59,-19.82,41.19,41.2800311,69.2400093,1.4,7,0,54,3.77,-80,0
64000,descent,61.37,100590,18.10,42,0.080,-0.059,-0.802,0.30,-0.75,0.12,23.63,-18.02,40.92,41.2800307,69.2400092,1.4,7,0,54,3.77,-80,0
64100,descent,60.54,100600,18.11,42,0.061,-0.024,-0.992,0.13,0.25,-0.21,23.47,-19.13,41.07,41.2800303,69.2400091,1.4,7,0,54,3.77,-80,0
64200,descent,59.73,100609,18.11,42,0.007,-0.073,-0.960,-0.20,-0.61,0.25,22.97,-18.81,41.34,41.2800299,69.2400090,1.4,7,0,54,3.77,-80,0
64300,descent,58.84,100620,18.12,42,0.005,0.058,-0.878,-0.12,0.02,0.05,22.90,-19.63,42.31,41.2800294,69.2400088,1.4,7,0,54,3.77,-80,0
64400,descent,58.11,100629,18.12,42,0.017,0.013,-0.670,0.25,0.12,0.14,24.29,-19.41,42.33,41.2800291,69.2400087,1.4,7,0,54,3.77,-80,0
64500,descent,57.30,100638,18.13,42,-0.045,0.070,-0.921,-0.45,-0.18,-0.12,24.29,-19.32,42.07,41.2800287,69.2400086,1.4,7,0,54,3.77,-80,0
64600,descent,56.57,100647,18.13,42,0.012,0.019,-0.963,-0.27,0.14,-0.18,24.10,-18.46,40.87,41.2800283,69.2400085,1.4,7,0,54,3.77,-80,0
64700,descent,55.79,100656,18.14,42,0.038,-0.034,-0.822,-0.71,-0.06,0.38,23.11,-19.18,42.30,41.2800279,69.2400084,1.4,7,0,54,3.77,-80,0
64800,descent,55.05,100665,18.14,42,-0.023,-0.025,-1.035,-0.34,-0.24,-0.11,22.56,-19.48,41.25,41.2800275,69.2400083,1.4,7,0,54,3.77,-80,0
64900,descent,54.19,100676,18.15,42,0.001,-0.040,-0.903,-0.44,0.34,-0.20,23.45,-20.16,42.19,41.2800271,69.2400081,1.4,7,0,54,3.77,-80,0
65000,descent,53.32,100686,18.15,42,-0.015,-0.040,-0.974,0.33,0.41,-0.32,23.64,-19.98,41.37,41.2800267,69.2400080,1.4,7,0,54,3.77,-80,0
65100,descent,52.46,100696,18.16,42,0.079,0.026,-0.877,0.10,0.43,-0.16,23.95,-19.68,40.85,41.2800262,69.2400079,1.4,7,0,54,3.77,-80,0
65200,descent,51.68,100706,18.16,42,0.040,-0.111,-0.984,-0.50,-0.75,-0.11,23.07,-19.45,41.15,41.2800258,69.2400078,1.4,7,1,55,3.77,-80,0
65300,descent,50.78,100716,18.17,42,0.020,-0.054,-0.723,0.14,-0.22,0.06,23.36,-19.10,41.92,41.2800254,69.2400076,1.4,7,0,55,3.77,-80,0
65400,descent,50.02,100725,18.17,42,-0.030,0.001,-0.863,-0.53,0.32,-0.32,22.98,-19.40,42.27,41.2800250,69.2400075,1.4,7,0,55,3.77,-80,0
65500,descent,49.23,100735,18.18,42,0.009,-0.046,-0.774,-0.04,0.04,0.05,23.82,-18.51,40.31,41.2800246,69.2400074,1.4,7,0,55,3.77,-80,0
65600,descent,48.43,100744,18.19,42,0.072,0.004,-0.705,-0.12,0.05,0.05,22.64,-19.88,41.88,41.2800242,69.2400073,1.4,7,0,55,3.77,-80,0
65700,descent,47.54,100755,18.19,42,0.123,-0.018,-0.887,-0.17,-0.07,-0.13,23.16,-18.93,40.91,41.2800238,69.2400071,1.4,7,0,55,3.77,-80,0
65800,descent,46.65,100766,18.20,42,-0.061,-0.021,-0.880,-0.16,0.30,-0.06,23.39,-18.98,40.63,41.2800233,69.2400070,1.4,7,0,55,3.77,-80,0
65900,descent,45.78,100776,18.20,42,0.032,-0.029,-1.009,0.42,0.11,0.23,23.06,-19.36,41.04,41.2800229,69.2400069,1.4,7,0,55,3.77,-80,0
66000,descent,45.08,100784,18.21,42,0.020,0.078,-0.832,0.27,-0.78,0.02,22.27,-20.19,41.09,41.2800225,69.2400068,1.4,7,0,55,3.77,-80,0
66100,descent,44.31,100794,18.21,42,-0.065,-0.007,-0.833,-0.15,-0.16,0.02,23.68,-19.25,41.75,41.2800222,69.2400066,1.4,7,0,55,3.77,-80,0
66200,descent,43.48,100803,18.22,42,0.078,-0.070,-0.716,-0.15,0.22,0.27,23.58,-19.29,41.08,41.2800217,69.2400065,1.4,7,0,55,3.77,-80,0
66300,descent,42.63,100814,18.22,42,0.013,0.052,-0.700,0.03,-0.23,0.06,22.94,-19.58,41.20,41.2800213,69.2400064,1.4,7,0,55,3.77,-80,0
66400,descent,41.90,100822,18.23,42,-0.081,-0.029,-0.772,0.33,0.19,-0.14,24.09,-19.84,40.93,41.2800210,69.2400063,1.4,7,0,55,3.77,-80,0
66500,descent,41.08,100832,18.23,42,0.020,0.039,-0.736,-0.23,0.02,-0.09,22.93,-19.73,41.72,41.2800205,69.2400062,1.4,7,0,55,3.77,-80,0
66600,descent,40.32,100841,18.24,42,0.086,-0.018,-0.860,0.24,0.16,-0.29,22.27,-19.37,40.49,41.2800202,69.2400060,1.4,7,0,55,3.77,-80,0
66700,descent,39.57,100850,18.24,42,-0.081,-0.037,-1.075,-0.11,-0.33,-0.12,23.31,-19.72,40.43,41.2800198,69.2400059,1.4,7,0,55,3.77,-80,0
66800,descent,38.69,100861,18.25,42,-0.034,-0.002,-0.971,-0.36,0.29,-0.07,24.82,-19.19,41.33,41.2800193,69.2400058,1.4,7,0,55,3.77,-80,0
66900,descent,37.83,100871,18.25,42,-0.095,0.049,-0.793,-0.17,0.06,-0.02,23.70,-19.24,41.58,41.2800189,69.2400057,1.4,7,0,55,3.77,-80,0
67000,descent,36.97,100881,18.26,42,0.047,0.026,-0.657,-0.22,0.26,-0.14,23.27,-18.81,41.18,41.2800185,69.2400055,1.4,7,0,55,3.77,-80,0
67100,descent,36.09,100892,18.27,42,-0.068,-0.013,-0.784,0.19,0.34,-0.38,23.43,-19.20,41.70,41.2800180,69.2400054,1.4,7,0,55,3.77,-80,0
67200,descent,35.29,100901,18.27,42,0.022,-0.007,-0.951,0.46,0.22,0.07,24.64,-18.75,41.06,41.2800176,69.2400053,1.4,7,0,55,3.77,-80,0
67300,descent,34.41,100912,18.28,42,0.063,-0.039,-0.896,-0.34,-0.38,-0.21,23.37,-18.62,40.97,41.2800172,69.2400052,1.4,7,1,56,3.77,-80,0
67400,descent,33.65,100921,18.28,42,-0.100,0.019,-0.829,-0.11,0.08,0.13,23.97,-18.86,40.83,41.2800168,69.2400050,1.4,7,0,56,3.77,-80,0
67500,descent,32.79,100931,18.29,42,-0.028,-0.041,-0.851,-0.11,-0.00,0.62,24.10,-18.90,41.56,41.2800164,69.2400049,1.4,7,0,56,3.77,-80,0
67600,descent,32.03,100940,18.29,42,0.010,-0.043,-0.738,0.27,-0.27,-0.09,24.20,-19.28,41.44,41.2800160,69.2400048,1.4,7,0,56,3.77,-80,0
67700,descent,31.13,100951,18.30,42,0.026,0.031,-0.852,0.26,0.34,0.34,23.86,-19.07,41.16,41.2800156,69.2400047,1.4,7,0,56,3.77,-80,0
67800,descent,30.36,100960,18.30,42,0.052,-0.008,-0.830,0.54,-0.26,0.13,23.74,-18.99,41.33,41.2800152,69.2400046,1.4,7,0,56,3.77,-80,0
67900,descent,29.63,100969,18.31,42,-0.019,-0.030,-0.889,-0.18,-0.59,-0.21,23.89,-18.67,40.79,41.2800148,69.2400044,1.4,7,0,56,3.77,-80,0
68000,descent,28.89,100978,18.31,42,0.054,0.041,-0.873,-0.34,-0.08,0.10,23.71,-18.98,41.58,41.2800144,69.2400043,1.4,7,0,56,3.77,-80,0
68100,descent,28.03,100988,18.32,42,-0.071,0.007,-0.985,0.19,0.26,-0.48,23.68,-19.48,41.37,41.2800140,69.2400042,1.4,7,0,56,3.77,-80,0
68200,descent,27.19,100998,18.32,42,-0.053,0.112,-0.852,0.32,0.40,0.00,23.41,-18.73,41.18,41.2800136,69.2400041,1.4,7,0,56,3.77,-80,0
68300,descent,26.40,101008,18.33,42,0.037,-0.038,-0.915,0.13,0.26,-0.28,23.30,-19.35,40.58,41.2800132,69.2400040,1.4,7,0,56,3.77,-80,0
68400,descent,25.66,101017,18.33,42,0.071,0.076,-0.870,0.09,0.10,0.01,23.36,-18.88,41.93,41.2800128,69.2400038,1.4,7,0,56,3.77,-80,0
68500,descent,24.79,101027,18.34,42,-0.017,-0.017,-0.982,-0.32,0.29,0.02,22.39,-18.63,40.98,41.2800124,69.2400037,1.4,7,0,56,3.77,-80,0
68600,descent,23.89,101038,18.34,42,-0.036,-0.031,-0.835,0.46,-0.28,-0.05,23.98,-18.27,41.67,41.2800119,69.2400036,1.4,7,0,56,3.77,-80,0
68700,descent,23.12,101047,18.35,42,-0.067,-0.098,-1.039,0.28,0.08,0.07,23.06,-18.83,40.60,41.2800116,69.2400035,1.4,7,0,56,3.77,-80,0
68800,descent,22.32,101057,18.35,42,-0.042,-0.090,-0.850,-0.12,0.23,0.19,24.20,-19.03,40.83,41.2800112,69.2400033,1.4,7,0,56,3.77,-80,0
68900,descent,21.46,101067,18.36,42,-0.048,0.023,-0.721,-0.20,-0.19,-0.18,24.04,-19.13,41.28,41.2800107,69.2400032,1.4,7,0,56,3.77,-80,0
69000,descent,20.64,101077,18.37,42,0.102,0.036,-0.907,-0.22,-0.59,0.24,23.59,-19.53,39.83,41.2800103,69.2400031,1.4,7,0,56,3.77,-80,0
69100,descent,19.78,101087,18.37,42,-0.025,-0.078,-0.937,0.28,-0.50,0.02,23.43,-19.65,42.09,41.2800099,69.2400030,1.4,7,1,57,3.77,-80,0
69200,descent,19.01,101096,18.38,42,-0.055,0.052,-0.783,0.08,0.17,-0.06,22.77,-18.76,41.29,41.2800095,69.2400029,1.4,7,0,57,3.77,-80,0
69300,descent,18.21,101106,18.38,42,0.075,-0.007,-0.881,-0.29,0.59,0.10,23.94,-18.77,40.93,41.2800091,69.2400027,1.4,7,0,57,3.77,-80,0
69400,descent,17.41,101115,18.39,42,-0.018,-0.011,-0.889,0.20,-0.15,0.22,22.37,-19.03,41.06,41.2800087,69.2400026,1.4,7,0,57,3.77,-80,0
69500,descent,16.62,101125,18.39,42,-0.062,-0.108,-0.695,-0.21,0.16,-0.45,23.27,-18.40,42.07,41.2800083,69.2400025,1.4,7,0,57,3.77,-80,0
69600,descent,15.87,101134,18.40,42,0.017,0.021,-0.848,0.19,0.09,0.18,24.18,-18.02,40.85,41.2800079,69.2400024,1.4,7,0,57,3.77,-80,0
69700,descent,15.16,101143,18.40,42,-0.006,0.043,-0.817,-0.12,-0.03,-0.32,24.47,-19.09,40.42,41.2800076,69.2400023,1.4,7,0,57,3.77,-80,0
69800,descent,14.27,101153,18.41,42,-0.078,0.013,-0.897,0.24,-0.21,0.05,23.80,-18.62,40.88,41.2800071,69.2400021,1.4,7,0,57,3.77,-80,0
69900,descent,13.38,101164,18.41,42,0.074,-0.114,-0.820,-0.23,0.12,0.22,23.70,-18.83,41.29,41.2800067,69.2400020,1.4,7,0,57,3.77,-80,0
70000,descent,12.48,101175,18.42,42,0.012,-0.065,-0.770,0.01,-0.37,-0.08,24.04,-19.23,41.22,41.2800062,69.2400019,1.4,7,0,57,3.77,-80,0
70100,descent,11.77,101183,18.42,42,0.030,0.051,-0.931,0.09,0.61,-0.17,24.60,-19.13,41.00,41.2800059,69.2400018,1.4,7,0,57,3.77,-80,0
70200,descent,10.97,101193,18.43,42,-0.001,0.037,-0.824,-0.55,-0.06,0.17,24.32,-19.53,41.09,41.2800055,69.2400016,1.4,7,0,57,3.77,-80,0
70300,descent,10.22,101202,18.43,42,-0.001,0.060,-0.829,0.17,0.34,-0.09,23.71,-19.44,40.99,41.2800051,69.2400015,1.4,7,0,57,3.77,-80,0
70400,descent,9.44,101211,18.44,42,0.022,-0.009,-0.879,-0.17,-0.17,-0.05,24.00,-19.56,42.19,41.2800047,69.2400014,1.4,7,0,57,3.77,-80,0
70500,descent,8.64,101221,18.44,42,-0.049,-0.042,-0.986,0.48,0.10,-0.08,24.09,-19.43,40.15,41.2800043,69.2400013,1.4,7,0,57,3.77,-80,0
70600,descent,7.88,101230,18.45,42,0.017,0.029,-0.800,0.25,0.52,0.30,23.34,-19.45,41.10,41.2800039,69.2400012,1.4,7,0,57,3.77,-80,0
70700,descent,7.01,101240,18.45,42,0.046,0.046,-0.856,-0.42,0.17,0.24,23.89,-19.69,41.44,41.2800035,69.2400011,1.4,7,0,57,3.77,-80,0
70800,descent,6.15,101251,18.46,42,-0.012,0.014,-0.915,-0.01,0.19,-0.13,23.45,-19.14,41.36,41.2800031,69.2400009,1.4,7,0,57,3.77,-80,0
70900,descent,5.40,101260,18.46,42,-0.003,0.018,-0.823,0.26,-0.19,0.11,23.80,-19.38,41.61,41.2800027,69.2400008,1.4,7,0,57,3.77,-80,0
71000,descent,4.68,101268,18.47,42,-0.036,-0.015,-0.936,0.27,-0.01,-0.08,23.76,-19.53,40.86,41.2800023,69.2400007,1.4,7,0,57,3.77,-80,0
71100,descent,3.92,101277,18.47,42,0.096,-0.053,-0.842,-0.15,0.07,-0.32,23.61,-18.35,41.51,41.2800020,69.2400006,1.4,7,0,57,3.77,-80,0
71200,descent,3.17,101286,18.48,42,-0.029,-0.074,-0.692,-0.30,-0.20,-0.31,23.65,-19.53,41.03,41.2800016,69.2400005,1.4,7,0,57,3.77,-80,0
71300,descent,2.38,101296,18.48,42,0.032,-0.058,-0.895,0.41,-0.27,-0.03,23.45,-18.94,41.00,41.2800012,69.2400004,1.4,7,0,57,3.77,-80,0
71400,descent,1.50,101306,18.49,42,-0.056,-0.110,-0.827,-0.06,0.11,0.11,22.73,-19.13,41.52,41.2800008,69.2400002,1.4,7,0,57,3.77,-80,0
71500,descent,0.69,101316,18.50,42,-0.007,-0.029,-0.862,-0.12,-0.20,-0.09,24.31,-19.37,41.03,41.2800003,69.2400001,1.4,7,0,57,3.77,-80,0
71600,descent,0.00,101325,18.50,42,-0.041,-0.025,-1.023,0.16,0.19,0.20,23.45,-19.54,40.92,41.2800000,69.2400000,1.4,7,0,57,3.77,-80,0
71700,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,57,3.76,-82,0
71800,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,57,3.76,-82,0
71900,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,1,58,3.76,-82,0
72000,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,58,3.76,-82,0
72100,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,58,3.76,-82,0
72200,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,1,59,3.76,-82,0
72300,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
72400,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
72500,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
72600,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
72700,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
72800,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
72900,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73000,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73100,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73200,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73300,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73400,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73500,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73600,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73700,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73800,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
73900,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
74000,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
74100,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
74200,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
74300,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
74400,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
74500,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
74600,landed,0.00,101325,18.5,50,0.000,0.000,1.002,0.0,0.0,0.0,23.5,-19.1,41.2,41.2800015,69.2400015,1.2,8,0,59,3.76,-82,0
